date,mean_temp,mean_dewpt,mean_pressure,max_temp,min_temp,max_humidity,min_humidity,max_dewpt,min_dewpt,max_pressure,min_pressure,precip_probability,precip_intensity,mean_temp_1,mean_temp_2,mean_temp_3,mean_temp_4,mean_temp_5,mean_temp_6,mean_temp_7,mean_temp_365,mean_temp_366,mean_temp_367,mean_temp_368,mean_temp_369,mean_temp_370,mean_temp_380,mean_dewpt_1,mean_dewpt_2,mean_dewpt_3,mean_dewpt_4,mean_dewpt_5,mean_dewpt_6,mean_dewpt_7,mean_dewpt_365,mean_dewpt_366,mean_dewpt_367,mean_dewpt_368,mean_dewpt_369,mean_dewpt_370,mean_dewpt_380,mean_pressure_1,mean_pressure_2,mean_pressure_3,mean_pressure_4,mean_pressure_5,mean_pressure_6,mean_pressure_7,mean_pressure_365,mean_pressure_366,mean_pressure_367,mean_pressure_368,mean_pressure_369,mean_pressure_370,mean_pressure_380,max_temp_1,max_temp_2,max_temp_3,max_temp_4,max_temp_5,max_temp_6,max_temp_7,max_temp_365,max_temp_366,max_temp_367,max_temp_368,max_temp_369,max_temp_370,max_temp_380,min_temp_1,min_temp_2,min_temp_3,min_temp_4,min_temp_5,min_temp_6,min_temp_7,min_temp_365,min_temp_366,min_temp_367,min_temp_368,min_temp_369,min_temp_370,min_temp_380,max_humidity_1,max_humidity_2,max_humidity_3,max_humidity_4,max_humidity_5,max_humidity_6,max_humidity_7,max_humidity_365,max_humidity_366,max_humidity_367,max_humidity_368,max_humidity_369,max_humidity_370,max_humidity_380,min_humidity_1,min_humidity_2,min_humidity_3,min_humidity_4,min_humidity_5,min_humidity_6,min_humidity_7,min_humidity_365,min_humidity_366,min_humidity_367,min_humidity_368,min_humidity_369,min_humidity_370,min_humidity_380,max_dewpt_1,max_dewpt_2,max_dewpt_3,max_dewpt_4,max_dewpt_5,max_dewpt_6,max_dewpt_7,max_dewpt_365,max_dewpt_366,max_dewpt_367,max_dewpt_368,max_dewpt_369,max_dewpt_370,max_dewpt_380,min_dewpt_1,min_dewpt_2,min_dewpt_3,min_dewpt_4,min_dewpt_5,min_dewpt_6,min_dewpt_7,min_dewpt_365,min_dewpt_366,min_dewpt_367,min_dewpt_368,min_dewpt_369,min_dewpt_370,min_dewpt_380,max_pressure_1,max_pressure_2,max_pressure_3,max_pressure_4,max_pressure_5,max_pressure_6,max_pressure_7,max_pressure_365,max_pressure_366,max_pressure_367,max_pressure_368,max_pressure_369,max_pressure_370,max_pressure_380,min_pressure_1,min_pressure_2,min_pressure_3,min_pressure_4,min_pressure_5,min_pressure_6,min_pressure_7,min_pressure_365,min_pressure_366,min_pressure_367,min_pressure_368,min_pressure_369,min_pressure_370,min_pressure_380,precip_probability_1,precip_probability_2,precip_probability_3,precip_probability_4,precip_probability_5,precip_probability_6,precip_probability_7,precip_probability_365,precip_probability_366,precip_probability_367,precip_probability_368,precip_probability_369,precip_probability_370,precip_probability_380,precip_intensity_1,precip_intensity_2,precip_intensity_3,precip_intensity_4,precip_intensity_5,precip_intensity_6,precip_intensity_7,precip_intensity_365,precip_intensity_366,precip_intensity_367,precip_intensity_368,precip_intensity_369,precip_intensity_370,precip_intensity_380
2015-08-14,71.96249999999998,67.06,1016.41,75.79,68.65,0.91,0.79,69.91,63.18,1017.38,1015.29,0.6,0.0041,67.90291666666666,67.16916666666665,70.18583333333332,65.64041666666667,68.02083333333333,66.30999999999999,67.79041666666667,,,,,,,,56.69,55.95,62.98,59.54,55.91,55.83,56.61,,,,,,,,1016.49,1014.31,1009.01,1012.19,1017.55,1017.42,1015.29,,,,,,,,78.06,74.07,77.82,75.65,76.73,73.24,75.94,,,,,,,,54.92,61.46,64.68,57.32,57.21,60.19,59.1,,,,,,,,0.84,0.88,0.95,0.94,0.88,0.79,0.85,,,,,,,,0.51,0.47,0.62,0.65,0.51,0.55,0.5,,,,,,,,64.77,59.92,64.84,64.61,59.26,59.28,60.45,,,,,,,,49.9,48.87,58.39,52.39,52.86,53.58,54.14,,,,,,,,1017.82,1016.41,1011.94,1015.62,1018.77,1018.69,1015.9,,,,,,,,1014.93,1012.01,1006.78,1008.22,1015.93,1015.58,1014.39,,,,,,,,0.0,0.0,0.31,0.96,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0005,0.0501,0.0,0.0,0.0,,,,,,,
2015-08-15,73.97166666666669,65.75,1018.81,83.2,64.32,0.92,0.59,67.6,61.85,1020.07,1016.9,0.0,0.0,71.96249999999998,67.90291666666666,67.16916666666665,70.18583333333332,65.64041666666667,68.02083333333333,66.30999999999999,,,,,,,,67.06,56.69,55.95,62.98,59.54,55.91,55.83,,,,,,,,1016.41,1016.49,1014.31,1009.01,1012.19,1017.55,1017.42,,,,,,,,75.79,78.06,74.07,77.82,75.65,76.73,73.24,,,,,,,,68.65,54.92,61.46,64.68,57.32,57.21,60.19,,,,,,,,0.91,0.84,0.88,0.95,0.94,0.88,0.79,,,,,,,,0.79,0.51,0.47,0.62,0.65,0.51,0.55,,,,,,,,69.91,64.77,59.92,64.84,64.61,59.26,59.28,,,,,,,,63.18,49.9,48.87,58.39,52.39,52.86,53.58,,,,,,,,1017.38,1017.82,1016.41,1011.94,1015.62,1018.77,1018.69,,,,,,,,1015.29,1014.93,1012.01,1006.78,1008.22,1015.93,1015.58,,,,,,,,0.6,0.0,0.0,0.31,0.96,0.0,0.0,,,,,,,,0.0041,0.0,0.0,0.0005,0.0501,0.0,0.0,,,,,,,
2015-08-16,75.95583333333332,66.47,1018.84,85.18,65.63,0.9,0.55,69.15,62.57,1020.64,1016.84,0.0,0.0,73.97166666666669,71.96249999999998,67.90291666666666,67.16916666666665,70.18583333333332,65.64041666666667,68.02083333333333,,,,,,,,65.75,67.06,56.69,55.95,62.98,59.54,55.91,,,,,,,,1018.81,1016.41,1016.49,1014.31,1009.01,1012.19,1017.55,,,,,,,,83.2,75.79,78.06,74.07,77.82,75.65,76.73,,,,,,,,64.32,68.65,54.92,61.46,64.68,57.32,57.21,,,,,,,,0.92,0.91,0.84,0.88,0.95,0.94,0.88,,,,,,,,0.59,0.79,0.51,0.47,0.62,0.65,0.51,,,,,,,,67.6,69.91,64.77,59.92,64.84,64.61,59.26,,,,,,,,61.85,63.18,49.9,48.87,58.39,52.39,52.86,,,,,,,,1020.07,1017.38,1017.82,1016.41,1011.94,1015.62,1018.77,,,,,,,,1016.9,1015.29,1014.93,1012.01,1006.78,1008.22,1015.93,,,,,,,,0.0,0.6,0.0,0.0,0.31,0.96,0.0,,,,,,,,0.0,0.0041,0.0,0.0,0.0005,0.0501,0.0,,,,,,,
2015-08-17,77.98375,68.88,1016.37,88.42,69.39,0.91,0.56,71.77,66.19,1017.66,1014.62,0.0,0.0,75.95583333333332,73.97166666666669,71.96249999999998,67.90291666666666,67.16916666666665,70.18583333333332,65.64041666666667,,,,,,,,66.47,65.75,67.06,56.69,55.95,62.98,59.54,,,,,,,,1018.84,1018.81,1016.41,1016.49,1014.31,1009.01,1012.19,,,,,,,,85.18,83.2,75.79,78.06,74.07,77.82,75.65,,,,,,,,65.63,64.32,68.65,54.92,61.46,64.68,57.32,,,,,,,,0.9,0.92,0.91,0.84,0.88,0.95,0.94,,,,,,,,0.55,0.59,0.79,0.51,0.47,0.62,0.65,,,,,,,,69.15,67.6,69.91,64.77,59.92,64.84,64.61,,,,,,,,62.57,61.85,63.18,49.9,48.87,58.39,52.39,,,,,,,,1020.64,1020.07,1017.38,1017.82,1016.41,1011.94,1015.62,,,,,,,,1016.84,1016.9,1015.29,1014.93,1012.01,1006.78,1008.22,,,,,,,,0.0,0.0,0.6,0.0,0.0,0.31,0.96,,,,,,,,0.0,0.0,0.0041,0.0,0.0,0.0005,0.0501,,,,,,,
2015-08-18,74.325,68.15,1013.98,79.77,70.13,0.88,0.7,72.01,66.09,1015.19,1012.21,0.13,0.0001,77.98375,75.95583333333332,73.97166666666669,71.96249999999998,67.90291666666666,67.16916666666665,70.18583333333332,,,,,,,,68.88,66.47,65.75,67.06,56.69,55.95,62.98,,,,,,,,1016.37,1018.84,1018.81,1016.41,1016.49,1014.31,1009.01,,,,,,,,88.42,85.18,83.2,75.79,78.06,74.07,77.82,,,,,,,,69.39,65.63,64.32,68.65,54.92,61.46,64.68,,,,,,,,0.91,0.9,0.92,0.91,0.84,0.88,0.95,,,,,,,,0.56,0.55,0.59,0.79,0.51,0.47,0.62,,,,,,,,71.77,69.15,67.6,69.91,64.77,59.92,64.84,,,,,,,,66.19,62.57,61.85,63.18,49.9,48.87,58.39,,,,,,,,1017.66,1020.64,1020.07,1017.38,1017.82,1016.41,1011.94,,,,,,,,1014.62,1016.84,1016.9,1015.29,1014.93,1012.01,1006.78,,,,,,,,0.0,0.0,0.0,0.6,0.0,0.0,0.31,,,,,,,,0.0,0.0,0.0,0.0041,0.0,0.0,0.0005,,,,,,,
2015-08-19,75.40208333333334,69.1,1011.2,82.75,69.73,0.93,0.66,71.35,66.05,1012.85,1008.72,0.0,0.0,74.325,77.98375,75.95583333333332,73.97166666666669,71.96249999999998,67.90291666666666,67.16916666666665,,,,,,,,68.15,68.88,66.47,65.75,67.06,56.69,55.95,,,,,,,,1013.98,1016.37,1018.84,1018.81,1016.41,1016.49,1014.31,,,,,,,,79.77,88.42,85.18,83.2,75.79,78.06,74.07,,,,,,,,70.13,69.39,65.63,64.32,68.65,54.92,61.46,,,,,,,,0.88,0.91,0.9,0.92,0.91,0.84,0.88,,,,,,,,0.7,0.56,0.55,0.59,0.79,0.51,0.47,,,,,,,,72.01,71.77,69.15,67.6,69.91,64.77,59.92,,,,,,,,66.09,66.19,62.57,61.85,63.18,49.9,48.87,,,,,,,,1015.19,1017.66,1020.64,1020.07,1017.38,1017.82,1016.41,,,,,,,,1012.21,1014.62,1016.84,1016.9,1015.29,1014.93,1012.01,,,,,,,,0.13,0.0,0.0,0.0,0.6,0.0,0.0,,,,,,,,0.0001,0.0,0.0,0.0,0.0041,0.0,0.0,,,,,,,
2015-08-20,73.6625,67.78,1008.36,76.07,68.8,0.91,0.65,71.49,58.92,1012.45,1006.2,0.8,0.016,75.40208333333334,74.325,77.98375,75.95583333333332,73.97166666666669,71.96249999999998,67.90291666666666,,,,,,,,69.1,68.15,68.88,66.47,65.75,67.06,56.69,,,,,,,,1011.2,1013.98,1016.37,1018.84,1018.81,1016.41,1016.49,,,,,,,,82.75,79.77,88.42,85.18,83.2,75.79,78.06,,,,,,,,69.73,70.13,69.39,65.63,64.32,68.65,54.92,,,,,,,,0.93,0.88,0.91,0.9,0.92,0.91,0.84,,,,,,,,0.66,0.7,0.56,0.55,0.59,0.79,0.51,,,,,,,,71.35,72.01,71.77,69.15,67.6,69.91,64.77,,,,,,,,66.05,66.09,66.19,62.57,61.85,63.18,49.9,,,,,,,,1012.85,1015.19,1017.66,1020.64,1020.07,1017.38,1017.82,,,,,,,,1008.72,1012.21,1014.62,1016.84,1016.9,1015.29,1014.93,,,,,,,,0.0,0.13,0.0,0.0,0.0,0.6,0.0,,,,,,,,0.0,0.0001,0.0,0.0,0.0,0.0041,0.0,,,,,,,
2015-08-21,66.77208333333333,56.56,1017.23,72.56,61.56,0.81,0.57,58.34,54.8,1020.39,1012.84,0.0,0.0,73.6625,75.40208333333334,74.325,77.98375,75.95583333333332,73.97166666666669,71.96249999999998,,,,,,,,67.78,69.1,68.15,68.88,66.47,65.75,67.06,,,,,,,,1008.36,1011.2,1013.98,1016.37,1018.84,1018.81,1016.41,,,,,,,,76.07,82.75,79.77,88.42,85.18,83.2,75.79,,,,,,,,68.8,69.73,70.13,69.39,65.63,64.32,68.65,,,,,,,,0.91,0.93,0.88,0.91,0.9,0.92,0.91,,,,,,,,0.65,0.66,0.7,0.56,0.55,0.59,0.79,,,,,,,,71.49,71.35,72.01,71.77,69.15,67.6,69.91,,,,,,,,58.92,66.05,66.09,66.19,62.57,61.85,63.18,,,,,,,,1012.45,1012.85,1015.19,1017.66,1020.64,1020.07,1017.38,,,,,,,,1006.2,1008.72,1012.21,1014.62,1016.84,1016.9,1015.29,,,,,,,,0.8,0.0,0.13,0.0,0.0,0.0,0.6,,,,,,,,0.016,0.0,0.0001,0.0,0.0,0.0,0.0041,,,,,,,
2015-08-22,65.35083333333333,55.81,1021.41,76.21,53.59,0.92,0.54,58.43,50.93,1023.05,1019.89,0.0,0.0,66.77208333333333,73.6625,75.40208333333334,74.325,77.98375,75.95583333333332,73.97166666666669,,,,,,,,56.56,67.78,69.1,68.15,68.88,66.47,65.75,,,,,,,,1017.23,1008.36,1011.2,1013.98,1016.37,1018.84,1018.81,,,,,,,,72.56,76.07,82.75,79.77,88.42,85.18,83.2,,,,,,,,61.56,68.8,69.73,70.13,69.39,65.63,64.32,,,,,,,,0.81,0.91,0.93,0.88,0.91,0.9,0.92,,,,,,,,0.57,0.65,0.66,0.7,0.56,0.55,0.59,,,,,,,,58.34,71.49,71.35,72.01,71.77,69.15,67.6,,,,,,,,54.8,58.92,66.05,66.09,66.19,62.57,61.85,,,,,,,,1020.39,1012.45,1012.85,1015.19,1017.66,1020.64,1020.07,,,,,,,,1012.84,1006.2,1008.72,1012.21,1014.62,1016.84,1016.9,,,,,,,,0.0,0.8,0.0,0.13,0.0,0.0,0.0,,,,,,,,0.0,0.016,0.0,0.0001,0.0,0.0,0.0,,,,,,,
2015-08-23,66.82249999999999,59.25,1015.62,76.25,56.71,0.91,0.61,62.84,53.78,1019.49,1010.06,0.0,0.0,65.35083333333333,66.77208333333333,73.6625,75.40208333333334,74.325,77.98375,75.95583333333332,,,,,,,,55.81,56.56,67.78,69.1,68.15,68.88,66.47,,,,,,,,1021.41,1017.23,1008.36,1011.2,1013.98,1016.37,1018.84,,,,,,,,76.21,72.56,76.07,82.75,79.77,88.42,85.18,,,,,,,,53.59,61.56,68.8,69.73,70.13,69.39,65.63,,,,,,,,0.92,0.81,0.91,0.93,0.88,0.91,0.9,,,,,,,,0.54,0.57,0.65,0.66,0.7,0.56,0.55,,,,,,,,58.43,58.34,71.49,71.35,72.01,71.77,69.15,,,,,,,,50.93,54.8,58.92,66.05,66.09,66.19,62.57,,,,,,,,1023.05,1020.39,1012.45,1012.85,1015.19,1017.66,1020.64,,,,,,,,1019.89,1012.84,1006.2,1008.72,1012.21,1014.62,1016.84,,,,,,,,0.0,0.0,0.8,0.0,0.13,0.0,0.0,,,,,,,,0.0,0.0,0.016,0.0,0.0001,0.0,0.0,,,,,,,
2015-08-24,69.79625,59.43,1009.11,73.7,65.89,0.87,0.55,64.78,53.92,1010.23,1007.23,0.33,0.0012,66.82249999999999,65.35083333333333,66.77208333333333,73.6625,75.40208333333334,74.325,77.98375,,,,,,,,59.25,55.81,56.56,67.78,69.1,68.15,68.88,,,,,,,,1015.62,1021.41,1017.23,1008.36,1011.2,1013.98,1016.37,,,,,,,,76.25,76.21,72.56,76.07,82.75,79.77,88.42,,,,,,,,56.71,53.59,61.56,68.8,69.73,70.13,69.39,,,,,,,,0.91,0.92,0.81,0.91,0.93,0.88,0.91,,,,,,,,0.61,0.54,0.57,0.65,0.66,0.7,0.56,,,,,,,,62.84,58.43,58.34,71.49,71.35,72.01,71.77,,,,,,,,53.78,50.93,54.8,58.92,66.05,66.09,66.19,,,,,,,,1019.49,1023.05,1020.39,1012.45,1012.85,1015.19,1017.66,,,,,,,,1010.06,1019.89,1012.84,1006.2,1008.72,1012.21,1014.62,,,,,,,,0.0,0.0,0.0,0.8,0.0,0.13,0.0,,,,,,,,0.0,0.0,0.0,0.016,0.0,0.0001,0.0,,,,,,,
2015-08-25,64.01833333333333,53.68,1011.83,69.18,59.71,0.81,0.56,55.12,52.58,1014.31,1009.94,0.29,0.0001,69.79625,66.82249999999999,65.35083333333333,66.77208333333333,73.6625,75.40208333333334,74.325,,,,,,,,59.43,59.25,55.81,56.56,67.78,69.1,68.15,,,,,,,,1009.11,1015.62,1021.41,1017.23,1008.36,1011.2,1013.98,,,,,,,,73.7,76.25,76.21,72.56,76.07,82.75,79.77,,,,,,,,65.89,56.71,53.59,61.56,68.8,69.73,70.13,,,,,,,,0.87,0.91,0.92,0.81,0.91,0.93,0.88,,,,,,,,0.55,0.61,0.54,0.57,0.65,0.66,0.7,,,,,,,,64.78,62.84,58.43,58.34,71.49,71.35,72.01,,,,,,,,53.92,53.78,50.93,54.8,58.92,66.05,66.09,,,,,,,,1010.23,1019.49,1023.05,1020.39,1012.45,1012.85,1015.19,,,,,,,,1007.23,1010.06,1019.89,1012.84,1006.2,1008.72,1012.21,,,,,,,,0.33,0.0,0.0,0.0,0.8,0.0,0.13,,,,,,,,0.0012,0.0,0.0,0.0,0.016,0.0,0.0001,,,,,,,
2015-08-26,63.59250000000002,54.83,1015.7,68.7,60.09,0.81,0.62,56.4,53.17,1017.97,1013.8,0.15,0.0001,64.01833333333333,69.79625,66.82249999999999,65.35083333333333,66.77208333333333,73.6625,75.40208333333334,,,,,,,,53.68,59.43,59.25,55.81,56.56,67.78,69.1,,,,,,,,1011.83,1009.11,1015.62,1021.41,1017.23,1008.36,1011.2,,,,,,,,69.18,73.7,76.25,76.21,72.56,76.07,82.75,,,,,,,,59.71,65.89,56.71,53.59,61.56,68.8,69.73,,,,,,,,0.81,0.87,0.91,0.92,0.81,0.91,0.93,,,,,,,,0.56,0.55,0.61,0.54,0.57,0.65,0.66,,,,,,,,55.12,64.78,62.84,58.43,58.34,71.49,71.35,,,,,,,,52.58,53.92,53.78,50.93,54.8,58.92,66.05,,,,,,,,1014.31,1010.23,1019.49,1023.05,1020.39,1012.45,1012.85,,,,,,,,1009.94,1007.23,1010.06,1019.89,1012.84,1006.2,1008.72,,,,,,,,0.29,0.33,0.0,0.0,0.0,0.8,0.0,,,,,,,,0.0001,0.0012,0.0,0.0,0.0,0.016,0.0,,,,,,,
2015-08-27,62.65875000000001,54.09,1019.89,68.15,57.45,0.86,0.61,55.16,53.14,1021.62,1017.86,0.0,0.0,63.59250000000002,64.01833333333333,69.79625,66.82249999999999,65.35083333333333,66.77208333333333,73.6625,,,,,,,,54.83,53.68,59.43,59.25,55.81,56.56,67.78,,,,,,,,1015.7,1011.83,1009.11,1015.62,1021.41,1017.23,1008.36,,,,,,,,68.7,69.18,73.7,76.25,76.21,72.56,76.07,,,,,,,,60.09,59.71,65.89,56.71,53.59,61.56,68.8,,,,,,,,0.81,0.81,0.87,0.91,0.92,0.81,0.91,,,,,,,,0.62,0.56,0.55,0.61,0.54,0.57,0.65,,,,,,,,56.4,55.12,64.78,62.84,58.43,58.34,71.49,,,,,,,,53.17,52.58,53.92,53.78,50.93,54.8,58.92,,,,,,,,1017.97,1014.31,1010.23,1019.49,1023.05,1020.39,1012.45,,,,,,,,1013.8,1009.94,1007.23,1010.06,1019.89,1012.84,1006.2,,,,,,,,0.15,0.29,0.33,0.0,0.0,0.0,0.8,,,,,,,,0.0001,0.0001,0.0012,0.0,0.0,0.0,0.016,,,,,,,
2015-08-28,62.56833333333334,54.45,1021.91,73.28,50.99,0.92,0.56,57.74,48.4,1023.45,1020.68,0.0,0.0,62.65875000000001,63.59250000000002,64.01833333333333,69.79625,66.82249999999999,65.35083333333333,66.77208333333333,,,,,,,,54.09,54.83,53.68,59.43,59.25,55.81,56.56,,,,,,,,1019.89,1015.7,1011.83,1009.11,1015.62,1021.41,1017.23,,,,,,,,68.15,68.7,69.18,73.7,76.25,76.21,72.56,,,,,,,,57.45,60.09,59.71,65.89,56.71,53.59,61.56,,,,,,,,0.86,0.81,0.81,0.87,0.91,0.92,0.81,,,,,,,,0.61,0.62,0.56,0.55,0.61,0.54,0.57,,,,,,,,55.16,56.4,55.12,64.78,62.84,58.43,58.34,,,,,,,,53.14,53.17,52.58,53.92,53.78,50.93,54.8,,,,,,,,1021.62,1017.97,1014.31,1010.23,1019.49,1023.05,1020.39,,,,,,,,1017.86,1013.8,1009.94,1007.23,1010.06,1019.89,1012.84,,,,,,,,0.0,0.15,0.29,0.33,0.0,0.0,0.0,,,,,,,,0.0,0.0001,0.0001,0.0012,0.0,0.0,0.0,,,,,,,
2015-08-29,65.61458333333334,59.62,1020.17,75.45,57.73,0.93,0.66,63.49,55.01,1021.27,1018.64,0.0,0.0,62.56833333333334,62.65875000000001,63.59250000000002,64.01833333333333,69.79625,66.82249999999999,65.35083333333333,,,,,,,,54.45,54.09,54.83,53.68,59.43,59.25,55.81,,,,,,,,1021.91,1019.89,1015.7,1011.83,1009.11,1015.62,1021.41,,,,,,,,73.28,68.15,68.7,69.18,73.7,76.25,76.21,,,,,,,,50.99,57.45,60.09,59.71,65.89,56.71,53.59,,,,,,,,0.92,0.86,0.81,0.81,0.87,0.91,0.92,,,,,,,,0.56,0.61,0.62,0.56,0.55,0.61,0.54,,,,,,,,57.74,55.16,56.4,55.12,64.78,62.84,58.43,,,,,,,,48.4,53.14,53.17,52.58,53.92,53.78,50.93,,,,,,,,1023.45,1021.62,1017.97,1014.31,1010.23,1019.49,1023.05,,,,,,,,1020.68,1017.86,1013.8,1009.94,1007.23,1010.06,1019.89,,,,,,,,0.0,0.0,0.15,0.29,0.33,0.0,0.0,,,,,,,,0.0,0.0,0.0001,0.0001,0.0012,0.0,0.0,,,,,,,
2015-08-30,70.9679166666667,63.05,1017.62,78.91,65.43,0.87,0.62,65.94,60.91,1019.08,1015.97,0.0,0.0,65.61458333333334,62.56833333333334,62.65875000000001,63.59250000000002,64.01833333333333,69.79625,66.82249999999999,,,,,,,,59.62,54.45,54.09,54.83,53.68,59.43,59.25,,,,,,,,1020.17,1021.91,1019.89,1015.7,1011.83,1009.11,1015.62,,,,,,,,75.45,73.28,68.15,68.7,69.18,73.7,76.25,,,,,,,,57.73,50.99,57.45,60.09,59.71,65.89,56.71,,,,,,,,0.93,0.92,0.86,0.81,0.81,0.87,0.91,,,,,,,,0.66,0.56,0.61,0.62,0.56,0.55,0.61,,,,,,,,63.49,57.74,55.16,56.4,55.12,64.78,62.84,,,,,,,,55.01,48.4,53.14,53.17,52.58,53.92,53.78,,,,,,,,1021.27,1023.45,1021.62,1017.97,1014.31,1010.23,1019.49,,,,,,,,1018.64,1020.68,1017.86,1013.8,1009.94,1007.23,1010.06,,,,,,,,0.0,0.0,0.0,0.15,0.29,0.33,0.0,,,,,,,,0.0,0.0,0.0,0.0001,0.0001,0.0012,0.0,,,,,,,
2015-08-31,73.57249999999998,65.42,1016.04,83.11,64.43,0.92,0.59,68.24,61.58,1017.1,1015.28,0.0,0.0,70.9679166666667,65.61458333333334,62.56833333333334,62.65875000000001,63.59250000000002,64.01833333333333,69.79625,,,,,,,,63.05,59.62,54.45,54.09,54.83,53.68,59.43,,,,,,,,1017.62,1020.17,1021.91,1019.89,1015.7,1011.83,1009.11,,,,,,,,78.91,75.45,73.28,68.15,68.7,69.18,73.7,,,,,,,,65.43,57.73,50.99,57.45,60.09,59.71,65.89,,,,,,,,0.87,0.93,0.92,0.86,0.81,0.81,0.87,,,,,,,,0.62,0.66,0.56,0.61,0.62,0.56,0.55,,,,,,,,65.94,63.49,57.74,55.16,56.4,55.12,64.78,,,,,,,,60.91,55.01,48.4,53.14,53.17,52.58,53.92,,,,,,,,1019.08,1021.27,1023.45,1021.62,1017.97,1014.31,1010.23,,,,,,,,1015.97,1018.64,1020.68,1017.86,1013.8,1009.94,1007.23,,,,,,,,0.0,0.0,0.0,0.0,0.15,0.29,0.33,,,,,,,,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0012,,,,,,,
2015-09-01,72.825,66.11,1017.4,81.78,64.56,0.92,0.64,68.81,62.0,1018.71,1016.09,0.0,0.0,73.57249999999998,70.9679166666667,65.61458333333334,62.56833333333334,62.65875000000001,63.59250000000002,64.01833333333333,,,,,,,,65.42,63.05,59.62,54.45,54.09,54.83,53.68,,,,,,,,1016.04,1017.62,1020.17,1021.91,1019.89,1015.7,1011.83,,,,,,,,83.11,78.91,75.45,73.28,68.15,68.7,69.18,,,,,,,,64.43,65.43,57.73,50.99,57.45,60.09,59.71,,,,,,,,0.92,0.87,0.93,0.92,0.86,0.81,0.81,,,,,,,,0.59,0.62,0.66,0.56,0.61,0.62,0.56,,,,,,,,68.24,65.94,63.49,57.74,55.16,56.4,55.12,,,,,,,,61.58,60.91,55.01,48.4,53.14,53.17,52.58,,,,,,,,1017.1,1019.08,1021.27,1023.45,1021.62,1017.97,1014.31,,,,,,,,1015.28,1015.97,1018.64,1020.68,1017.86,1013.8,1009.94,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.15,0.29,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,,,,,,,
2015-09-02,75.59666666666666,67.75,1015.27,86.27,65.61,0.9,0.59,71.25,62.7,1017.1,1012.58,0.0,0.0,72.825,73.57249999999998,70.9679166666667,65.61458333333334,62.56833333333334,62.65875000000001,63.59250000000002,,,,,,,,66.11,65.42,63.05,59.62,54.45,54.09,54.83,,,,,,,,1017.4,1016.04,1017.62,1020.17,1021.91,1019.89,1015.7,,,,,,,,81.78,83.11,78.91,75.45,73.28,68.15,68.7,,,,,,,,64.56,64.43,65.43,57.73,50.99,57.45,60.09,,,,,,,,0.92,0.92,0.87,0.93,0.92,0.86,0.81,,,,,,,,0.64,0.59,0.62,0.66,0.56,0.61,0.62,,,,,,,,68.81,68.24,65.94,63.49,57.74,55.16,56.4,,,,,,,,62.0,61.58,60.91,55.01,48.4,53.14,53.17,,,,,,,,1018.71,1017.1,1019.08,1021.27,1023.45,1021.62,1017.97,,,,,,,,1016.09,1015.28,1015.97,1018.64,1020.68,1017.86,1013.8,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.15,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,,,,,,,
2015-09-03,76.72916666666666,69.97,1013.52,85.04,71.92,0.92,0.66,73.26,66.51,1014.29,1012.51,0.0,0.0,75.59666666666666,72.825,73.57249999999998,70.9679166666667,65.61458333333334,62.56833333333334,62.65875000000001,,,,,,,,67.75,66.11,65.42,63.05,59.62,54.45,54.09,,,,,,,,1015.27,1017.4,1016.04,1017.62,1020.17,1021.91,1019.89,,,,,,,,86.27,81.78,83.11,78.91,75.45,73.28,68.15,,,,,,,,65.61,64.56,64.43,65.43,57.73,50.99,57.45,,,,,,,,0.9,0.92,0.92,0.87,0.93,0.92,0.86,,,,,,,,0.59,0.64,0.59,0.62,0.66,0.56,0.61,,,,,,,,71.25,68.81,68.24,65.94,63.49,57.74,55.16,,,,,,,,62.7,62.0,61.58,60.91,55.01,48.4,53.14,,,,,,,,1017.1,1018.71,1017.1,1019.08,1021.27,1023.45,1021.62,,,,,,,,1012.58,1016.09,1015.28,1015.97,1018.64,1020.68,1017.86,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
